,Keyword,Layout,LoggingLibrary,ProjectInfo,SearchResult
1186,Firebase,Firebase,Firebase,thekirankumar/carstream-android-auto,"['/thekirankumar_carstream-android-auto/.gitignore', '/thekirankumar_carstream-android-auto/app/build.gradle', '/thekirankumar_carstream-android-auto/app/src/main/java/com/thekirankumar/youtubeauto/fragments/WebViewCarFragment.java']"
1187,Firebase,Firebase,Firebase,rickdynasty/TwsPluginFramework,['/rickdynasty_TwsPluginFramework/.gitignore']
1191,Firebase,Firebase,Firebase,qq291462491/bugkillers,['/qq291462491_bugkillers/bugkillersweb/node_modules/grunt-contrib-less/node_modules/less/node_modules/request/node_modules/tough-cookie/public-suffix.txt']
1195,Firebase,Firebase,Firebase,pridkett/gitminer,['/pridkett_gitminer/src/scripts/completed.txt']
1197,Firebase,Firebase,Firebase,mozilla-tw/Rocket,"['/mozilla-tw_Rocket/.github/ISSUE_TEMPLATE/remote_config.md', '/mozilla-tw_Rocket/README.md', '/mozilla-tw_Rocket/app/build.gradle', '/mozilla-tw_Rocket/app/src/androidTest/java/org/mozilla/focus/autobot/BottomBarRobot.kt', '/mozilla-tw_Rocket/app/src/main/AndroidManifest.xml', '/mozilla-tw_Rocket/app/src/main/java/org/mozilla/focus/settings/SettingsFragment.java', '/mozilla-tw_Rocket/app/src/main/java/org/mozilla/focus/telemetry/FirebaseEvent.java', '/mozilla-tw_Rocket/app/src/main/java/org/mozilla/focus/utils/AppConstants.java', '/mozilla-tw_Rocket/app/src/main/java/org/mozilla/focus/utils/FirebaseHelper.kt', '/mozilla-tw_Rocket/app/src/main/java/org/mozilla/rocket/appupdate/InAppUpdateManager.kt', '/mozilla-tw_Rocket/app/src/main/java/org/mozilla/rocket/home/contenthub/domain/ShouldShowContentHubItemTextUseCase.kt', '/mozilla-tw_Rocket/app/src/main/res/layout/activity_debug.xml', '/mozilla-tw_Rocket/docs/telemetry.md', '/mozilla-tw_Rocket/firebase/build.gradle', '/mozilla-tw_Rocket/firebase/src/main/AndroidManifest.xml', '/mozilla-tw_Rocket/firebase/src/main/java/org/mozilla/focus/inappmessage/InAppMessage.kt', '/mozilla-tw_Rocket/firebase/src/main/java/org/mozilla/focus/notification/FirebaseMessagingServiceWrapper.kt', '/mozilla-tw_Rocket/firebase/src/main/java/org/mozilla/focus/utils/FirebaseContract.kt', '/mozilla-tw_Rocket/firebase/src/main/java/org/mozilla/focus/utils/FirebaseImp.kt', '/mozilla-tw_Rocket/firebase/src/main/java/org/mozilla/focus/utils/FirebaseNoOpImp.kt', '/mozilla-tw_Rocket/firebase/src/main/res/values/strings.xml', '/mozilla-tw_Rocket/settings.gradle']"
1198,Firebase,Firebase,Firebase,claritylab/lucida,"['/claritylab_lucida/lucida/questionanswering/OpenEphyra/res/ontologies/wordnet/data.noun', '/claritylab_lucida/lucida/questionanswering/OpenEphyra/res/ontologies/wordnet/index.noun', '/claritylab_lucida/lucida/questionanswering/OpenEphyra/res/ontologies/wordnet/index.sense']"
1199,Firebase,Firebase,Firebase,retomeier/Wrox-ProfessionalAndroid-4E,"['/retomeier_Wrox-ProfessionalAndroid-4E/.gitignore', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch11_Part1/Earthquake/app/build.gradle', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch11_Part1/Earthquake/app/src/main/AndroidManifest.xml', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch11_Part1/Earthquake/app/src/main/java/com/professionalandroid/apps/earthquake/EarthquakeUpdateJobService.java', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch11_Part2/Earthquake/app/build.gradle', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch11_Part2/Earthquake/app/src/main/AndroidManifest.xml', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch11_Part2/Earthquake/app/src/main/java/com/professionalandroid/apps/earthquake/EarthquakeUpdateJobService.java', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch12/Earthquake/app/build.gradle', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch12/Earthquake/app/src/main/AndroidManifest.xml', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch12/Earthquake/app/src/main/java/com/professionalandroid/apps/earthquake/EarthquakeUpdateJobService.java', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch13_part1/Earthquake/app/build.gradle', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch13_part1/Earthquake/app/src/main/AndroidManifest.xml', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch13_part1/Earthquake/app/src/main/java/com/professionalandroid/apps/earthquake/EarthquakeUpdateJobService.java', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch13_part2/Earthquake/app/build.gradle', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch13_part2/Earthquake/app/src/main/AndroidManifest.xml', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch13_part2/Earthquake/app/src/main/java/com/professionalandroid/apps/earthquake/EarthquakeUpdateJobService.java', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch15/Earthquake/app/build.gradle', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch15/Earthquake/app/src/main/AndroidManifest.xml', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch15/Earthquake/app/src/main/java/com/professionalandroid/apps/earthquake/EarthquakeUpdateJobService.java', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch19_Part1/Earthquake/app/build.gradle', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch19_Part1/Earthquake/app/src/main/AndroidManifest.xml', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch19_Part1/Earthquake/app/src/main/java/com/professionalandroid/apps/earthquake/EarthquakeUpdateJobService.java', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch19_Part2/Earthquake/app/build.gradle', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch19_Part2/Earthquake/app/src/main/AndroidManifest.xml', '/retomeier_Wrox-ProfessionalAndroid-4E/Earthquake_ch19_Part2/Earthquake/app/src/main/java/com/professionalandroid/apps/earthquake/EarthquakeUpdateJobService.java', '/retomeier_Wrox-ProfessionalAndroid-4E/Snippets_ch11/app/build.gradle', '/retomeier_Wrox-ProfessionalAndroid-4E/Snippets_ch11/app/src/main/AndroidManifest.xml', '/retomeier_Wrox-ProfessionalAndroid-4E/Snippets_ch11/app/src/main/java/com/professionalandroid/apps/myapplication/FirebaseJobService.java', '/retomeier_Wrox-ProfessionalAndroid-4E/Snippets_ch11/app/src/main/java/com/professionalandroid/apps/myapplication/MyActivity.java', '/retomeier_Wrox-ProfessionalAndroid-4E/Snippets_ch11/app/src/main/java/com/professionalandroid/apps/myapplication/MyFirebaseMessagingService.java']"
1200,Firebase,Firebase,Firebase,forcedotcom/SalesforceMobileSDK-CordovaPlugin,"['/forcedotcom_SalesforceMobileSDK-CordovaPlugin/src/android/libs/SalesforceSDK/AndroidManifest.xml', '/forcedotcom_SalesforceMobileSDK-CordovaPlugin/src/android/libs/SalesforceSDK/build.gradle', '/forcedotcom_SalesforceMobileSDK-CordovaPlugin/src/android/libs/SalesforceSDK/src/com/salesforce/androidsdk/push/PushMessaging.java', '/forcedotcom_SalesforceMobileSDK-CordovaPlugin/src/android/libs/SalesforceSDK/src/com/salesforce/androidsdk/push/PushNotificationDecryptor.java', '/forcedotcom_SalesforceMobileSDK-CordovaPlugin/src/android/libs/SalesforceSDK/src/com/salesforce/androidsdk/push/SFDCFcmListenerService.java', '/forcedotcom_SalesforceMobileSDK-CordovaPlugin/src/android/libs/SalesforceSDK/src/com/salesforce/androidsdk/push/SFDCRegistrationIntentService.java']"
1201,Firebase,Firebase,Firebase,RomanScott/weMessage,"['/RomanScott_weMessage/README.md', '/RomanScott_weMessage/android/README.md', '/RomanScott_weMessage/android/app/build.gradle', '/RomanScott_weMessage/android/app/src/main/AndroidManifest.xml', '/RomanScott_weMessage/android/app/src/main/java/scott/wemessage/app/connection/ConnectionHandler.java', '/RomanScott_weMessage/android/app/src/main/java/scott/wemessage/app/messages/firebase/FirebaseInstanceIDService.java', '/RomanScott_weMessage/android/app/src/main/java/scott/wemessage/app/messages/firebase/FirebaseNotificationService.java', '/RomanScott_weMessage/android/app/src/main/java/scott/wemessage/app/messages/notifications/NotificationManager.java', '/RomanScott_weMessage/android/settings.gradle', '/RomanScott_weMessage/firebase/README.md', '/RomanScott_weMessage/firebase/functions/index.js', '/RomanScott_weMessage/firebase/functions/package.json', '/RomanScott_weMessage/server/README.md']"
1202,Firebase,Firebase,Firebase,AppLozic/Applozic-Android-SDK,"['/AppLozic_Applozic-Android-SDK/INTEGRATION-DOC.md', '/AppLozic_Applozic-Android-SDK/README.md', '/AppLozic_Applozic-Android-SDK/app/src/main/AndroidManifest.xml', '/AppLozic_Applozic-Android-SDK/app/src/main/java/com/applozic/mobicomkit/sample/pushnotification/FcmListenerService.java', '/AppLozic_Applozic-Android-SDK/mobicomkitui/build.gradle']"
1203,Firebase,Firebase,Firebase,zendesk/sdk_demo_app_android,"['/zendesk_sdk_demo_app_android/app/build.gradle', '/zendesk_sdk_demo_app_android/app/src/main/AndroidManifest.xml', '/zendesk_sdk_demo_app_android/app/src/main/java/com/zendesk/rememberthedate/Global.java', '/zendesk_sdk_demo_app_android/app/src/main/java/com/zendesk/rememberthedate/push/PushUtils.java', '/zendesk_sdk_demo_app_android/app/src/main/java/com/zendesk/rememberthedate/push/ZendeskFirebaseInstanceIdService.java', '/zendesk_sdk_demo_app_android/app/src/main/java/com/zendesk/rememberthedate/push/ZendeskFirebaseMessagingService.java']"
1204,Firebase,Firebase,Firebase,gravetii/wordagam,['/gravetii_wordagam/src/main/resources/words.txt']
1207,Firebase,Firebase,Firebase,StephenZKCurry/NotchAdaptedTest,['/StephenZKCurry_NotchAdaptedTest/.gitignore']
1209,Firebase,Firebase,Firebase,MegaMek/megamek,"['/MegaMek_megamek/megamek/data/scenarios/Lucho/Citadel_Blitz_multiplayer.mms', '/MegaMek_megamek/megamek/data/scenarios/Lucho/Citadel_Blitz_oneonone.mms', '/MegaMek_megamek/megamek/docs/Boards Stuff/Jake Maps Readme.txt']"
1215,Firebase,Firebase,Firebase,siacs/Conversations,"['/siacs_Conversations/README.md', '/siacs_Conversations/build.gradle', '/siacs_Conversations/proguard-rules.pro', '/siacs_Conversations/src/playstore/AndroidManifest.xml', '/siacs_Conversations/src/playstore/java/eu/siacs/conversations/services/MaintenanceReceiver.java', '/siacs_Conversations/src/playstore/java/eu/siacs/conversations/services/PushManagementService.java', '/siacs_Conversations/src/playstore/java/eu/siacs/conversations/services/PushMessageReceiver.java']"
1216,Firebase,Firebase,Firebase,gaurav414u/android-ripple-pulse-animation,['/gaurav414u_android-ripple-pulse-animation/.gitignore']
1218,Firebase,Firebase,Firebase,qht1003077897/H-Express,"['/qht1003077897_H-Express/.gitignore', '/qht1003077897_H-Express/app/.gitignore', '/qht1003077897_H-Express/tabpagerindictor/.gitignore', '/qht1003077897_H-Express/timelinelibrary/.gitignore']"
1219,Firebase,Firebase,Firebase,Neamar/KISS,['/Neamar_KISS/.circleci/config.yml']
1220,Firebase,Firebase,Firebase,qtumproject/qtum-android,"['/qtumproject_qtum-android/README.md', '/qtumproject_qtum-android/app/build.gradle', '/qtumproject_qtum-android/app/src/main/AndroidManifest.xml', '/qtumproject_qtum-android/app/src/main/java/org/qtum/wallet/dataprovider/firebase/FirebaseSharedPreferences.java', '/qtumproject_qtum-android/app/src/main/java/org/qtum/wallet/dataprovider/firebase/QtumFirebaseInstanceIdService.java', '/qtumproject_qtum-android/app/src/main/java/org/qtum/wallet/dataprovider/firebase/QtumFirebaseMessagingService.java', '/qtumproject_qtum-android/app/src/main/java/org/qtum/wallet/dataprovider/firebase/listeners/FireBaseTokenRefreshListener.java', '/qtumproject_qtum-android/app/src/main/java/org/qtum/wallet/dataprovider/services/update_service/UpdateService.java']"
1226,Firebase,Firebase,Firebase,malinkang/AndroidNote,"['/malinkang_AndroidNote/RxJava.md', '/malinkang_AndroidNote/_book/RxJava.md']"
1227,Firebase,Firebase,Firebase,admob-plus/admob-plus,"['/admob-plus_admob-plus/docs/test-ads.md', '/admob-plus_admob-plus/packages/capacitor/android/build.gradle', '/admob-plus_admob-plus/packages/capacitor/android/src/main/java/admob/plus/capacitor/AdmobPlus.java', '/admob-plus_admob-plus/packages/cordova/src/android/AdMob.java', '/admob-plus_admob-plus/packages/react-native/android/build.gradle', '/admob-plus_admob-plus/packages/react-native/android/src/main/java/admob/plus/rn/RNAdMobPlusModule.java']"
1228,Firebase,Firebase,Firebase,hishamMuneer/JsonParsingDemo,"['/hishamMuneer_JsonParsingDemo/Help.md', '/hishamMuneer_JsonParsingDemo/server_hosted_files/public/index.html']"
1230,Firebase,Firebase,Firebase,Evolveum/midpoint,"['/Evolveum_midpoint/infra/test-util/src/main/resources/test-data/opendj-4000.template/config/wordlist.txt', '/Evolveum_midpoint/infra/test-util/src/main/resources/test-data/opendj.template.ri/config/wordlist.txt', '/Evolveum_midpoint/infra/test-util/src/main/resources/test-data/opendj.template/config/wordlist.txt']"
1231,Firebase,Firebase,Firebase,BeesX/BeesAndroid,['/BeesX_BeesAndroid/.gitignore']
1232,Firebase,Firebase,Firebase,yassirh/digitalocean-swimmer,['/yassirh_digitalocean-swimmer/.gitignore']
1233,Firebase,Firebase,Firebase,MostafaAryan/transitional-imageview,['/MostafaAryan_transitional-imageview/app/.gitignore']
1235,Firebase,Firebase,Firebase,akshaykale/Android-Timeline-View,['/akshaykale_Android-Timeline-View/.gitignore']
1238,Firebase,Firebase,Firebase,VoltDB/voltdb,['/VoltDB_voltdb/examples/fraud-detection/web-node/fraud-detection-web/README.md']
1239,Firebase,Firebase,Firebase,grpc/grpc-java,['/grpc_grpc-java/buildscripts/kokoro/android-interop.sh']
1240,Firebase,Firebase,Firebase,LyndonChin/AndroidScreenSlidePager,['/LyndonChin_AndroidScreenSlidePager/.gitignore']
1241,Firebase,Firebase,Firebase,Kommunicate-io/Kommunicate-Android-Chat-SDK,"['/Kommunicate-io_Kommunicate-Android-Chat-SDK/CHANGELOG.md', '/Kommunicate-io_Kommunicate-Android-Chat-SDK/app/src/main/AndroidManifest.xml', '/Kommunicate-io_Kommunicate-Android-Chat-SDK/app/src/main/java/kommunicate/io/sample/pushnotification/FcmListenerService.java', '/Kommunicate-io_Kommunicate-Android-Chat-SDK/kommunicateui/build.gradle', '/Kommunicate-io_Kommunicate-Android-Chat-SDK/kommunicateui/src/main/AndroidManifest.xml', '/Kommunicate-io_Kommunicate-Android-Chat-SDK/kommunicateui/src/main/java/com/applozic/mobicomkit/uiwidgets/KmFirebaseMessagingService.java']"
1242,Firebase,Firebase,Firebase,JetBrains/intellij-plugins,"['/JetBrains_intellij-plugins/AngularJS/resources/org/angularjs/cli/ng-packages.json', '/JetBrains_intellij-plugins/AngularJS/test/org/angularjs/diagrams/data/components/auth/auth.module.js', '/JetBrains_intellij-plugins/CloudFormation/src/main/resources/cloudformation-descriptions.xml']"
1243,Firebase,Firebase,Firebase,aerogear/aerogear-unifiedpush-server,"['/aerogear_aerogear-unifiedpush-server/README.adoc', '/aerogear_aerogear-unifiedpush-server/integreatly-docs/modules/ROOT/pages/_partials/obtaining_firebase_cloud_messaging_credentials.adoc', '/aerogear_aerogear-unifiedpush-server/integreatly-docs/modules/ROOT/pages/_partials/setting-up-the-push-sdk.adoc', '/aerogear_aerogear-unifiedpush-server/integreatly-docs/modules/ROOT/pages/index.adoc', '/aerogear_aerogear-unifiedpush-server/model/api/src/main/java/org/jboss/aerogear/unifiedpush/api/AndroidVariant.java', '/aerogear_aerogear-unifiedpush-server/push-sender/src/main/java/org/jboss/aerogear/unifiedpush/message/token/TokenLoader.java', '/aerogear_aerogear-unifiedpush-server/push-sender/src/main/java/org/jboss/aerogear/unifiedpush/message/util/HealthNetworkServiceImpl.java']"
1245,Firebase,Firebase,Firebase,tunjid/teammate-android,"['/tunjid_teammate-android/app/build.gradle', '/tunjid_teammate-android/app/src/main/AndroidManifest.xml', '/tunjid_teammate-android/app/src/main/java/com/mainstreetcode/teammate/notifications/FeedItem.kt', '/tunjid_teammate-android/app/src/main/java/com/mainstreetcode/teammate/services/TeammateMessagingService.java']"
1247,Firebase,Firebase,Firebase,NordicSemiconductor/Android-nRF-Beacon-for-Eddystone,['/NordicSemiconductor_Android-nRF-Beacon-for-Eddystone/app/app.iml']
1248,Firebase,Firebase,Firebase,microg/android_packages_apps_GmsCore,"['/microg_android_packages_apps_GmsCore/play-services-core/src/main/AndroidManifest.xml', '/microg_android_packages_apps_GmsCore/play-services-core/src/main/java/com/google/android/gms/auth/FirebaseAuthService.java', '/microg_android_packages_apps_GmsCore/play-services-core/src/main/java/com/google/android/gms/chimera/container/DynamiteLoaderImpl.java', '/microg_android_packages_apps_GmsCore/play-services-core/src/main/java/com/google/firebase/database/connection/idl/IPersistentConnectionImpl.java', '/microg_android_packages_apps_GmsCore/play-services-core/src/main/java/org/microg/gms/auth/firebase/FirebaseAuthServiceImpl.java']"
1249,Firebase,Firebase,Firebase,michaelkourlas/voipms-sms-client,"['/michaelkourlas_voipms-sms-client/CHANGES.md', '/michaelkourlas_voipms-sms-client/HELP.md', '/michaelkourlas_voipms-sms-client/PRIVACY.md', '/michaelkourlas_voipms-sms-client/README.md', '/michaelkourlas_voipms-sms-client/voipms-sms/build.gradle', '/michaelkourlas_voipms-sms-client/voipms-sms/src/main/kotlin/net/kourlas/voipms_sms/conversation/ConversationActivity.kt', '/michaelkourlas_voipms-sms-client/voipms-sms/src/main/kotlin/net/kourlas/voipms_sms/sms/Message.kt', '/michaelkourlas_voipms-sms-client/voipms-sms/src/primary/AndroidManifest.xml', '/michaelkourlas_voipms-sms-client/voipms-sms/src/primary/kotlin/net/kourlas/voipms_sms/notifications/services/FcmListenerService.kt', '/michaelkourlas_voipms-sms-client/voipms-sms/src/primary/kotlin/net/kourlas/voipms_sms/sms/receivers/AppIndexingReceiver.kt', '/michaelkourlas_voipms-sms-client/voipms-sms/src/primary/kotlin/net/kourlas/voipms_sms/sms/services/AppIndexingService.kt', '/michaelkourlas_voipms-sms-client/voipms-sms/src/primary/kotlin/net/kourlas/voipms_sms/utils/appIndexing.kt', '/michaelkourlas_voipms-sms-client/voipms-sms/src/primary/kotlin/net/kourlas/voipms_sms/utils/fcm.kt']"
1250,Firebase,Firebase,Firebase,tananaev/traccar-client-android,"['/tananaev_traccar-client-android/app/build.gradle', '/tananaev_traccar-client-android/app/src/google/java/org/traccar/client/GoogleMainApplication.java']"
1251,Firebase,Firebase,Firebase,simlar/simlar-android,"['/simlar_simlar-android/.idea/dictionaries/simlar.xml', '/simlar_simlar-android/app/build.gradle', '/simlar_simlar-android/app/lint.xml', '/simlar_simlar-android/app/src/push/AndroidManifest.xml', '/simlar_simlar-android/app/src/push/java/org/simlar/service/FirebaseMessageReceiver.java', '/simlar_simlar-android/build.gradle']"
1252,Firebase,Firebase,Firebase,alexstyl/Memento-Calendar,"['/alexstyl_Memento-Calendar/android_mobile/build.gradle', '/alexstyl_Memento-Calendar/android_mobile/src/debug/java/com/alexstyl/specialdates/debug/DebugOption.kt', '/alexstyl_Memento-Calendar/android_mobile/src/debug/java/com/alexstyl/specialdates/debug/OptionToFragment.kt', '/alexstyl_Memento-Calendar/android_mobile/src/debug/java/com/alexstyl/specialdates/debug/firebase/DebugFirebaseFragment.kt', '/alexstyl_Memento-Calendar/android_mobile/src/main/AndroidManifest.xml', '/alexstyl_Memento-Calendar/android_mobile/src/main/java/com/alexstyl/specialdates/analytics/AnalyticsModule.kt', '/alexstyl_Memento-Calendar/android_mobile/src/main/java/com/alexstyl/specialdates/analytics/FirebaseAnalyticsImpl.kt', '/alexstyl_Memento-Calendar/android_mobile/src/main/res/xml/preference_debug_firebase.xml']"
